company_name,industry,company_size,annual_revenue,num_employees,lead_source,past_interactions,converted,created_at
"Khan, Carter and Martinez",manufacturing,1958,591297088,2463,web,1,1,2024-06-13 17:00:35.742605
Houston-Young,finance,244,714719916,197,cold_call,0,1,2024-09-12 11:49:00.735237
"Robertson, Hardy and Valentine",technology,7132,577084786,7748,referral,0,1,2025-02-09 15:31:23.072464
"Davis, Rodriguez and Carpenter",technology,9225,784915656,9091,referral,2,1,2024-04-30 11:47:14.650654
Brown-Norris,technology,4434,514478917,4360,web,2,1,2024-10-01 21:19:05.962557
"Reyes, Newman and Carter",technology,7180,281967291,9224,cold_call,2,1,2024-10-01 07:21:15.768450
"Thomas, Richards and Stewart",logistics,4223,137604821,4263,cold_call,0,1,2024-04-11 11:32:09.408923
Perry-Murillo,finance,3758,691884805,3391,web,0,1,2025-02-19 10:47:12.375406
Sosa-Armstrong,logistics,3263,71719443,2303,trade_show,1,1,2024-11-29 14:30:28.199575
Hooper-Walters,logistics,3933,880219926,4579,web,2,1,2025-01-20 21:28:15.460438
Jenkins-Allen,finance,8234,77239897,6866,web,1,1,2024-12-01 08:19:39.378806
"Grant, Charles and Hurley",technology,982,963007782,1205,trade_show,0,1,2025-01-25 03:20:08.451446
Russell-Hall,finance,8845,642005255,6540,web,3,1,2025-01-21 18:41:29.655098
"Sosa, Bauer and Mitchell",technology,5233,827844648,4414,cold_call,2,1,2024-07-02 02:00:10.193118
"Bowers, Hart and Patel",manufacturing,35,417546936,40,email,3,1,2024-09-24 23:39:36.327124
Martin LLC,retail,8692,257197536,7884,cold_call,2,1,2024-09-13 16:42:48.711915
Ray Group,manufacturing,7773,562404819,6514,web,2,1,2024-07-12 17:06:31.427361
"Schmidt, Ross and Morse",finance,7567,106202053,9513,referral,1,1,2024-12-15 13:46:25.794580
Booker Inc,technology,502,214758282,554,web,5,1,2024-08-02 22:28:13.978742
"Hammond, Jenkins and Crane",retail,7170,941202411,6135,web,2,1,2024-06-10 16:18:22.328721
Trujillo PLC,logistics,8446,871535087,10864,email,3,1,2025-03-14 07:17:57.742027
Montgomery Group,logistics,3677,279639287,4258,email,1,1,2024-12-19 10:11:49.887355
Allen Inc,manufacturing,3648,983052391,4322,email,1,1,2025-01-21 12:54:26.118358
Washington PLC,finance,2797,167109544,2216,trade_show,3,1,2024-10-11 23:56:24.316470
Hoover-Williams,retail,3706,834892806,3877,web,2,1,2024-07-03 10:35:58.656499
"Fisher, Vazquez and Garrison",technology,3018,653950368,2459,email,1,1,2024-04-13 13:34:47.976047
Shaw and Sons,logistics,5530,636519349,6746,email,1,1,2025-01-17 13:13:45.681524
White-Davis,retail,670,71819010,600,trade_show,1,1,2024-04-30 05:05:29.912257
Mcdaniel Inc,manufacturing,8285,191250833,6816,email,1,1,2024-10-02 09:23:21.317951
Thomas-Smith,technology,4580,296485347,4017,trade_show,4,1,2024-04-22 03:27:59.053781
Sanders-Shepard,retail,299,540763736,292,email,1,1,2024-05-28 02:34:18.059502
Gomez-Stark,finance,8007,137632072,5604,web,0,1,2025-03-21 12:23:17.455927
"Ramirez, Wells and Smith",finance,4317,989732002,5308,cold_call,3,1,2024-04-02 04:20:52.515637
Alvarez PLC,manufacturing,8507,627340477,7615,web,1,1,2024-04-02 13:29:55.534563
Mendez-Richardson,technology,5151,615118708,5282,web,2,1,2025-02-10 23:24:34.937039
"Townsend, Brown and Allen",manufacturing,8722,81046128,11088,referral,3,1,2024-07-20 12:37:55.890537
"Warren, Hughes and White",logistics,2620,512406979,3362,referral,5,1,2024-11-27 08:16:22.270448
Espinoza Group,logistics,3499,245217690,2558,web,1,1,2024-05-23 01:53:14.549863
Johnson Group,logistics,7116,998681721,5677,cold_call,1,1,2024-10-28 17:50:20.032839
Banks PLC,manufacturing,1303,400726337,1254,cold_call,3,1,2024-04-28 21:45:46.654249
"Burns, Page and Wright",finance,1865,920987229,1923,cold_call,3,1,2024-12-08 22:22:09.703523
"Campbell, Mccann and Acosta",manufacturing,3103,741853714,3105,trade_show,3,1,2024-09-30 06:02:00.359848
Mitchell Group,finance,149,521047088,187,email,2,1,2024-08-20 21:28:43.990229
Lawson-Hughes,manufacturing,3961,358569096,4401,email,0,1,2024-12-02 18:34:59.643642
Murray LLC,technology,3775,568247534,2905,trade_show,5,1,2024-05-24 07:40:38.791651
Buck Ltd,finance,211,770465456,160,referral,0,1,2024-07-20 12:22:18.680598
"Chan, Bailey and Haynes",logistics,3812,84729168,3577,trade_show,4,1,2024-10-28 15:01:10.223289
"Martin, Cardenas and Hanson",manufacturing,1528,865206149,1132,web,0,1,2024-04-03 08:11:39.862935
"Brown, Watson and Woods",finance,2859,875381301,3656,trade_show,3,1,2025-02-18 13:33:13.508364
Harding Group,technology,2315,498726972,1862,trade_show,0,1,2024-05-07 03:51:41.803397
Cummings and Sons,technology,8811,530763837,9763,cold_call,3,1,2025-01-04 23:12:31.004674
Huff-Perez,manufacturing,2103,809875721,2405,web,2,1,2024-07-29 01:58:23.352381
Montes-Clark,retail,8274,809207354,5836,cold_call,2,1,2024-11-19 10:36:32.743454
"Ross, Willis and Booker",logistics,8352,214928142,9548,web,1,1,2024-04-03 10:42:08.381431
"Allen, Moreno and Jackson",retail,1561,348633073,1441,referral,3,1,2024-08-25 09:56:33.274153
"Rosales, Meyer and Potter",retail,2003,58558981,2294,trade_show,1,1,2024-09-21 02:22:19.577902
Foster-Gray,logistics,304,81075216,370,web,4,1,2025-01-22 00:21:42.368723
Jones-Chavez,technology,8943,762891929,8939,referral,2,1,2024-04-25 23:22:05.724596
Garza-Bush,logistics,6925,387646325,6935,email,1,1,2024-08-28 08:34:50.587191
Garcia Group,logistics,9024,914756258,8534,referral,2,1,2024-07-27 07:59:22.346600
"Durham, Moss and Grant",manufacturing,2678,328613838,2975,trade_show,1,1,2024-07-03 11:43:42.351291
Foster-Poole,retail,4851,152802486,4137,email,3,1,2024-05-14 03:09:25.276831
"Fischer, Lin and Eaton",logistics,7034,440626036,8737,trade_show,3,1,2024-08-18 19:30:08.817164
Mcneil and Sons,technology,8153,706691133,7855,web,1,1,2024-07-13 21:36:16.804013
Nelson-Davidson,finance,5530,8656135,6734,email,2,1,2024-05-16 20:45:10.515512
"Woodard, Ramirez and Marshall",logistics,4743,711982986,5404,trade_show,1,1,2025-03-13 19:38:56.117568
Barnes Ltd,technology,7188,717063494,5280,trade_show,4,1,2024-04-08 16:07:24.255336
Diaz-Mccullough,logistics,28,768806754,31,referral,1,1,2024-07-23 18:18:34.188146
"Taylor, Murphy and Stevens",finance,5562,503486943,7007,referral,1,1,2025-02-03 08:37:22.687818
Yates-Walton,retail,5136,98827225,5160,email,4,1,2024-06-08 21:19:37.727483
"Jennings, Parker and Cross",logistics,3903,959783227,4364,web,2,1,2024-05-19 11:45:08.749915
Smith-Cisneros,logistics,727,45462588,588,referral,2,1,2024-08-10 06:51:40.012210
Garcia PLC,manufacturing,3729,547066037,3682,web,5,1,2024-08-12 00:46:40.994092
May-Hernandez,technology,6089,827078524,6304,email,1,1,2024-05-03 05:58:28.448338
"Ferrell, Johnson and White",technology,5636,513271003,6389,referral,2,1,2024-12-10 18:34:21.559702
"Taylor, Smith and Graham",logistics,680,234152731,514,web,3,1,2024-03-29 23:57:05.565091
Barry LLC,retail,5340,517530975,6023,trade_show,1,1,2024-10-16 05:23:02.230517
Lopez PLC,finance,1000,417378850,959,referral,3,1,2024-12-21 20:37:21.344785
Cook-Smith,retail,5954,428614540,4935,cold_call,4,1,2024-12-01 23:27:25.042492
Lopez-Hernandez,manufacturing,7495,198705535,7185,web,3,1,2024-12-02 17:42:07.668413
Davis-Robinson,finance,932,409424387,1113,referral,4,1,2024-06-26 21:54:54.965010
Adams-Hunter,finance,6493,508397419,5131,web,1,1,2025-03-23 06:40:21.517777
"Garcia, Jackson and Clark",technology,3201,464473549,3521,web,7,1,2024-07-12 16:37:01.462425
Mccullough and Sons,retail,9877,329263050,12446,trade_show,4,1,2024-10-23 18:54:20.039229
"Kim, Stanton and Francis",retail,2974,145004690,2806,cold_call,2,1,2024-09-25 18:09:45.451013
Nash-Wolf,manufacturing,3514,52939391,3111,trade_show,0,1,2024-09-01 12:20:50.157916
"Adams, Thomas and Montgomery",retail,77,594189500,88,trade_show,1,1,2024-10-20 17:56:47.454726
"Young, Cunningham and Davidson",retail,6049,554699050,7606,cold_call,1,1,2024-07-07 17:47:39.533772
"Cooper, Copeland and Wagner",logistics,9239,229227882,11729,email,4,1,2024-07-18 19:39:12.106045
Bentley PLC,logistics,580,846791838,745,referral,4,1,2025-01-11 23:51:23.206829
Smith-Castillo,manufacturing,4539,125094671,3245,trade_show,5,1,2024-12-11 08:16:54.819409
Taylor LLC,finance,1867,311945668,2240,referral,3,1,2024-08-28 13:34:30.726877
Ingram-Perkins,technology,6592,570964783,7346,trade_show,3,1,2025-01-12 04:29:32.277443
"Rhodes, Holmes and Jackson",logistics,2269,928787908,2809,web,2,1,2024-10-05 12:10:05.151348
Rivas-Gonzalez,logistics,3866,440537823,4775,email,0,1,2025-03-21 08:21:15.069593
Santos PLC,manufacturing,1104,905449483,884,trade_show,1,1,2024-06-01 22:36:01.032680
Moore Inc,finance,871,88236247,677,cold_call,2,1,2025-01-26 17:37:46.743074
"Stewart, Adams and Young",technology,5467,398007903,4077,referral,3,1,2024-10-24 08:27:08.645722
"Robinson, Cross and Grant",retail,6069,101634831,4882,web,3,1,2024-08-21 00:12:16.756515
Ponce-Walker,manufacturing,786,819261877,892,referral,4,1,2024-12-11 12:17:02.641061
"Fitzgerald, Webster and Chase",manufacturing,854,670351208,850,cold_call,2,1,2024-12-05 03:59:01.256957
Cruz Ltd,technology,196,53559288,197,email,5,1,2024-11-05 19:15:13.870163
Mclean PLC,finance,1705,126440282,1337,cold_call,2,1,2024-09-07 08:24:13.393462
Weber-Davidson,finance,6865,252497814,7158,web,4,1,2025-02-27 01:19:59.648708
"Anderson, Torres and Flores",technology,3426,108493598,2851,email,2,1,2024-05-21 14:38:15.333921
Kim PLC,manufacturing,8122,546973619,7520,web,1,1,2025-03-08 10:44:06.181841
"Bridges, Anderson and Barker",manufacturing,5860,172152588,7423,trade_show,2,1,2024-10-05 00:47:44.219449
Lopez-Cantrell,logistics,1734,663638959,1853,referral,3,1,2024-11-21 07:39:46.428724
Andrade LLC,finance,1657,388414678,1802,trade_show,4,1,2024-12-02 19:58:17.054121
"Salazar, Roman and Smith",logistics,1858,808320979,2335,web,2,1,2024-08-17 21:53:42.163607
Martin-Gomez,logistics,5058,812446247,4393,cold_call,2,1,2024-03-29 08:56:18.434561
Howe-Travis,retail,6426,905399424,5411,email,4,1,2024-08-13 08:19:06.892382
"Stephens, Sanders and Jackson",logistics,4332,724155410,3929,web,1,1,2024-05-19 11:04:15.955829
Young Group,technology,8474,658877093,9381,cold_call,5,1,2024-08-06 10:53:01.576830
Castillo and Sons,retail,5315,120913819,4804,trade_show,1,1,2024-11-19 02:55:42.684701
Sanchez LLC,logistics,6613,797817447,8354,referral,1,1,2024-10-27 12:45:16.325809
Munoz-Mills,logistics,7688,6619585,6255,referral,3,1,2024-06-26 10:35:40.435967
Mathis-Hall,retail,3364,238923887,3937,trade_show,2,1,2024-03-30 05:39:12.449346
"Smith, Phillips and Olson",technology,4192,209939791,4672,web,5,1,2024-05-22 07:09:46.554777
"Horn, Adams and Cantu",finance,2351,782441884,2340,referral,1,1,2025-02-18 19:46:03.430786
"Welch, Garcia and Stanley",logistics,7289,936010763,8308,cold_call,1,1,2024-04-20 04:48:23.710355
Davis-Miller,retail,7419,260288297,6647,web,0,1,2024-05-07 15:47:40.471002
"Martin, Johnson and Francis",finance,320,479166660,246,email,1,1,2025-03-09 23:47:50.300513
"Williams, Chapman and Taylor",manufacturing,7626,857827335,5486,trade_show,1,1,2024-04-13 14:20:28.214630
Russell-West,finance,7046,295337045,6722,web,0,1,2024-04-13 12:44:55.137898
"Green, Thompson and Miller",manufacturing,6696,226725075,4796,web,1,1,2025-01-27 05:06:00.770074
Perry-Clark,manufacturing,4510,303737712,3363,trade_show,1,1,2024-05-15 11:00:54.985572
"Gibson, Olson and Anderson",logistics,8858,363415365,8680,email,2,1,2024-12-09 06:43:34.793802
Gonzalez LLC,logistics,2472,228961172,2033,cold_call,0,1,2024-08-10 02:16:04.127170
Diaz-Coleman,logistics,416,135701368,441,email,1,1,2024-08-12 19:38:34.426087
"Nash, Smith and Foster",logistics,4631,407530605,3431,cold_call,0,1,2024-07-05 22:21:10.095049
Mayo-Velasquez,retail,1013,830468162,755,trade_show,3,1,2024-07-30 00:17:26.482991
Skinner Ltd,manufacturing,5194,833818626,4741,email,2,1,2025-02-02 08:12:46.081898
Perry LLC,technology,817,673605466,586,cold_call,1,1,2024-04-25 09:29:11.505566
Bolton-Nielsen,retail,3568,946908364,4288,cold_call,4,1,2024-11-12 19:35:10.830778
Jimenez-Flores,finance,432,994369755,417,email,1,1,2025-03-05 14:21:28.546084
"Howard, Rodriguez and Adams",manufacturing,3227,203988505,3254,email,3,1,2024-10-19 00:36:02.941709
Bishop Group,retail,7273,926727203,6506,web,4,1,2024-06-22 12:18:13.914772
Griffith-Lam,retail,5644,444752859,4598,web,1,1,2024-04-20 05:30:25.484356
Myers and Sons,manufacturing,1116,589023004,930,cold_call,2,1,2024-11-06 03:35:23.751636
"Zimmerman, Schroeder and Rivas",manufacturing,9218,817886349,8626,web,0,1,2025-01-09 20:07:05.537451
Burns and Sons,manufacturing,5588,101924010,6694,email,1,1,2025-03-27 00:09:41.191988
"Hardy, Byrd and Davidson",manufacturing,6207,917926554,4491,web,0,1,2024-07-29 13:32:39.630901
"Dominguez, Flores and Daniels",retail,1891,845160751,1336,cold_call,1,1,2024-05-01 23:47:29.271936
Mcmahon-Leach,manufacturing,4932,152004154,5551,cold_call,3,1,2024-07-09 08:51:23.999226
Chavez-Crawford,finance,8721,774905316,6575,cold_call,2,1,2024-06-20 01:54:34.484345
Jones-Page,technology,5565,693167538,4617,email,2,1,2024-04-18 22:57:34.238125
"Oliver, Burns and Mathis",technology,3979,680661557,3085,referral,0,1,2024-12-08 11:00:04.378066
Jones Group,finance,9031,970903061,7729,cold_call,2,1,2024-04-12 00:53:03.818708
Johnson-Mitchell,technology,6392,174134254,7642,web,1,1,2024-11-01 23:37:13.346659
Norton LLC,manufacturing,1869,88765052,2418,email,4,1,2025-03-02 04:38:47.074864
Young LLC,logistics,5318,592384062,4646,email,3,1,2024-10-18 20:45:11.350952
Herrera-Jones,finance,936,812225290,811,trade_show,2,1,2025-01-10 00:37:19.204646
"Gregory, Young and Smith",logistics,7402,837657215,6487,cold_call,4,1,2024-12-03 20:49:45.112915
King-Williams,retail,21,651970402,23,web,2,1,2024-05-05 11:33:28.508799
"Johnson, Jackson and Haynes",technology,7855,615978427,9120,email,3,1,2024-09-19 18:25:58.801225
Harris-Myers,finance,7711,524117848,9327,trade_show,0,1,2024-06-09 02:48:38.499315
Hernandez PLC,manufacturing,6165,352164935,4783,referral,0,1,2024-04-06 09:53:04.534604
"Nichols, Collins and Martinez",technology,4683,757725152,5168,cold_call,1,1,2024-08-20 20:14:08.173771
"Valdez, Simmons and Hernandez",manufacturing,7462,240527534,9209,cold_call,1,1,2025-01-11 02:07:52.295583
Ross LLC,manufacturing,5257,485470169,4962,cold_call,5,1,2025-02-27 17:05:02.794159
"Moore, Boyd and Gordon",technology,7707,348831685,6762,email,1,1,2024-04-24 18:12:11.138217
Charles PLC,technology,9113,655965168,10015,email,1,1,2024-05-19 20:59:22.331213
"Sullivan, Ruiz and Myers",logistics,6648,643434753,5923,trade_show,3,1,2024-05-21 05:17:49.189754
"Ray, Estrada and Erickson",finance,6404,316237171,6656,web,3,1,2024-07-05 03:26:02.682883
Little-Robles,retail,9472,988145952,8420,trade_show,3,1,2024-09-22 09:47:40.497462
Collins Inc,logistics,5978,741013052,7267,email,3,1,2025-01-18 05:53:17.537320
Ferrell-Adams,technology,1654,29063091,1905,cold_call,2,1,2024-04-26 14:03:43.065848
Patel-Harris,technology,2168,503066196,2553,trade_show,1,1,2024-08-13 00:53:42.429862
"Johnson, Rodriguez and Ho",retail,9251,206583350,9725,cold_call,5,1,2024-04-07 22:14:14.141344
Dominguez and Sons,manufacturing,3356,813182047,3152,cold_call,4,1,2024-04-08 17:22:24.321264
Stout-Adams,retail,6512,928592860,8452,cold_call,3,1,2024-09-24 19:50:02.990668
Mason Ltd,retail,5609,26959824,6201,referral,2,1,2025-01-04 07:06:06.239758
May-Sullivan,technology,756,942080014,685,web,0,1,2025-03-17 04:45:14.321724
Powers and Sons,technology,282,456815202,273,cold_call,1,1,2025-03-10 16:42:14.185653
Ramirez Inc,retail,516,685964494,552,cold_call,2,1,2024-07-29 08:14:35.444230
Williamson-Love,manufacturing,1474,437356582,1496,referral,2,1,2024-09-11 10:59:54.188485
"Ortiz, Summers and Dixon",manufacturing,1549,515361059,1278,referral,1,1,2024-04-20 00:22:59.296577
"Miller, Norris and Estes",retail,2349,173096529,2391,trade_show,3,1,2024-04-22 23:08:47.048867
"Santiago, Clark and Roberts",retail,7364,522138302,7786,web,2,1,2024-12-01 04:58:49.549173
"Odonnell, Andrews and Ward",manufacturing,2165,712155051,2591,referral,1,1,2024-06-17 16:22:17.503756
Lee PLC,manufacturing,2656,325163769,2141,cold_call,0,1,2025-01-08 08:52:49.642647
Mora PLC,finance,7938,623150665,7848,email,4,1,2025-01-30 09:11:44.922162
Avila PLC,retail,1735,436220692,1672,cold_call,0,1,2024-09-23 07:20:33.591823
Wilson PLC,manufacturing,4685,856566298,4932,web,1,1,2024-12-25 21:49:26.249940
Parrish Ltd,manufacturing,3106,839278742,3289,trade_show,3,1,2024-08-22 18:00:04.613947
Cordova Ltd,finance,2784,162201444,3224,trade_show,2,1,2024-11-10 14:05:37.156218
"Jones, Munoz and French",retail,2405,587252334,2546,cold_call,2,1,2024-08-22 12:48:20.554119
"Galvan, Randall and Munoz",technology,9916,266565876,7094,email,2,1,2024-09-08 04:23:10.264228
Turner-Banks,manufacturing,3506,656215477,3592,email,2,1,2024-04-15 09:36:47.882540
Hunt PLC,logistics,9925,529599801,11453,web,1,1,2024-10-09 12:02:22.902361
Robinson Ltd,finance,9652,201847480,7581,email,0,1,2024-06-15 05:50:08.257808
Wilson-Davis,technology,2236,348621527,2116,web,1,1,2024-04-30 15:42:42.120579
Donaldson PLC,logistics,5099,178032271,6496,email,1,1,2024-04-18 14:41:12.004073
George PLC,finance,4280,740699614,5003,email,1,1,2024-08-26 14:57:51.276401
Smith Inc,retail,9200,804528313,11266,email,1,1,2025-03-21 21:29:45.427127
"Harper, Hammond and Mcclure",retail,6229,991680598,5379,cold_call,4,1,2025-03-10 10:37:33.977513
Freeman-Crane,manufacturing,136,712285314,132,email,2,1,2024-10-14 21:21:32.922579
Mcdowell-Schultz,technology,9664,855971478,10080,referral,3,1,2024-08-24 23:32:41.098147
"Smith, Thomas and Turner",retail,5024,382438399,4595,trade_show,1,1,2024-12-05 14:04:23.396579
Sullivan LLC,technology,5595,297112311,6408,trade_show,3,1,2024-07-26 13:23:38.424000
Jackson-Thomas,finance,7976,840863924,9100,email,1,1,2024-05-16 15:11:38.501756
"Morton, Torres and Graham",logistics,1995,164101304,1778,web,2,1,2024-11-16 22:50:04.005960
Tucker Inc,manufacturing,5632,317285908,5536,trade_show,3,1,2024-03-29 08:40:36.397931
Rangel Inc,technology,3563,604223480,3169,email,5,1,2024-05-24 03:13:15.000572
Castillo-Williams,technology,1472,578772017,1301,email,2,1,2025-01-19 17:23:17.796986
Anderson and Sons,manufacturing,6909,339306417,6010,cold_call,2,1,2024-10-28 00:05:19.515494
"Knight, Nolan and Vargas",finance,6307,785017891,5421,trade_show,6,1,2024-09-08 01:07:13.298125
Young Group,retail,7543,245416351,9341,email,0,1,2024-09-16 16:41:42.816923
Henderson Inc,manufacturing,9389,350231,8917,email,3,1,2024-08-03 08:24:35.606190
"Miller, Diaz and Williams",finance,1184,583955772,1044,trade_show,1,1,2024-12-25 22:23:01.514939
Grant-Green,technology,2805,234029910,2183,referral,4,1,2024-09-23 06:46:35.978570
"Smith, Kramer and Barnes",finance,5084,636960117,4795,trade_show,5,1,2025-02-12 07:39:58.104277
"Patterson, Williamson and Thompson",logistics,5596,886116869,6071,trade_show,4,1,2024-09-13 21:58:18.770285
Wood-Rosario,finance,9174,521144998,11140,referral,2,1,2025-03-10 16:17:19.639304
Lamb-Green,logistics,1472,2588144,1621,trade_show,1,0,2024-12-08 12:06:13.642629
Weiss LLC,retail,7779,361974095,6980,trade_show,4,1,2025-01-07 05:55:58.864345
Wallace and Sons,technology,388,594311202,310,trade_show,2,1,2024-03-30 02:47:38.240764
Rodriguez-Brown,logistics,8891,652046558,10066,web,2,1,2024-11-24 15:14:55.755911
Burke-Shields,retail,381,789798222,290,cold_call,3,1,2025-03-07 16:04:44.178915
"Henry, Duffy and Garza",manufacturing,5464,304681710,6976,referral,2,1,2024-09-16 14:59:56.547795
Martinez PLC,logistics,8043,109644407,10347,email,1,1,2024-08-28 10:14:26.873835
Jefferson Group,technology,9090,737100796,9202,email,0,1,2024-12-24 23:34:39.738167
Johnson LLC,logistics,4655,271240877,6003,referral,0,1,2025-02-02 17:55:18.166878
Padilla-Kim,finance,1055,840679362,1305,referral,2,1,2024-05-23 02:46:07.057810
"Chapman, Miller and Stanton",manufacturing,606,690724422,540,web,4,1,2024-12-27 16:16:50.094970
